userId,movieId,rating,timestamp
1,17,4.0,944249077
1,25,1.0,944250228
1,29,2.0,943230976
1,30,5.0,944249077
1,32,5.0,943228858
1,34,2.0,943228491
1,36,1.0,944249008
1,80,5.0,944248943
1,110,3.0,943231119
1,111,5.0,944249008
1,161,1.0,943231162
1,166,5.0,943228442
1,176,4.0,944079496
1,223,3.0,944082810
1,232,5.0,943228442
1,260,5.0,943228696
1,302,4.0,944253272
1,306,5.0,944248888
1,307,5.0,944253207
1,322,4.0,944053801
1,345,1.0,944079376
1,356,2.0,943231120
1,527,3.0,943231120
1,541,5.0,943227521
1,562,5.0,944082810
1,593,3.0,944248888
1,608,2.0,944248943
1,645,4.0,944253272
1,800,4.0,944248888
1,835,3.0,944248888
1,838,5.0,943227632
1,908,5.0,944250228
1,909,5.0,944079417
1,912,2.0,943231120
1,915,5.0,944082760
1,916,4.0,944079376
1,923,5.0,944250228
1,926,5.0,944256398
1,927,5.0,944082894
1,933,5.0,944080344
1,971,3.0,944253272
1,1041,5.0,944253134
1,1056,5.0,944253207
1,1060,2.0,944080344
1,1080,1.0,944079496
1,1090,5.0,943231236
1,1094,4.0,943231236
1,1120,1.0,944250121
1,1136,1.0,943228327
1,1150,4.0,944250121
1,1172,3.0,944248943
1,1178,4.0,943231162
1,1183,4.0,944250228
1,1196,5.0,943228696
1,1197,1.0,943228442
1,1199,2.0,943230976
1,1200,5.0,943231236
1,1203,5.0,944248888
1,1204,1.0,943231192
1,1208,5.0,943231192
1,1210,2.0,943228858
1,1211,2.0,943228400
1,1213,5.0,944250121
1,1217,5.0,943231236
1,1221,5.0,944250121
1,1225,4.0,944248888
1,1228,5.0,944253207
1,1233,5.0,943231162
1,1234,5.0,944053948
1,1236,4.0,943228400
1,1242,1.0,943231162
1,1247,5.0,944250182
1,1259,4.0,944082760
1,1262,4.0,943231120
1,1263,5.0,944249008
1,1270,5.0,944082760
1,1272,5.0,943231236
1,1276,3.0,944248943
1,1288,4.0,943228545
1,1296,3.0,944250228
1,1297,5.0,944053949
1,1304,3.0,944053948
1,1357,1.0,944253134
1,1392,4.0,944256398
1,1406,2.0,944253134
1,1653,4.0,943230976
1,1693,5.0,944253134
1,1719,5.0,944249008
1,1721,5.0,944250182
1,1748,5.0,943228697
1,1784,1.0,943228545
1,1810,3.0,944253272
1,1885,4.0,944079496
1,1923,2.0,943228491
1,1939,5.0,943231236
1,1944,2.0,943231120
1,1952,4.0,944253272
1,1960,1.0,943231236
1,1961,1.0,944250182
1,1965,3.0,943228697
1,1968,5.0,944053948
1,2020,5.0,944256398
1,2025,5.0,944249008
1,2028,3.0,943231162
1,2064,3.0,944079376
1,2067,1.0,943231236
1,2109,1.0,944079376
1,2125,4.0,944256398
1,2232,3.0,943228696
1,2243,1.0,944080344
1,2247,5.0,944053801
1,2268,1.0,944248943
1,2312,1.0,944250182
1,2313,5.0,944253207
1,2324,1.0,943228491
1,2329,5.0,944253272
1,2336,5.0,943228606
1,2352,3.0,943228545
1,2396,5.0,943228400
1,2407,1.0,944082810
1,2424,1.0,944079376
1,2502,3.0,944080344
1,2520,5.0,944250228
1,2529,5.0,943230976
1,2599,5.0,943228545
1,2640,5.0,943228697
1,2690,3.0,944079417
1,2712,1.0,944253272
1,2724,1.0,943228545
1,2797,5.0,944053758
1,2882,1.0,943227458
1,2890,4.0,943226916
1,2918,4.0,943228400
1,2944,4.0,943231162
1,2966,1.0,943226846
1,2973,5.0,944079496
1,2985,5.0,943230976
1,2997,4.0,943226846
1,3030,4.0,943228400
1,3078,2.0,943226986
1,3088,3.0,944053949
2,31,5.0,836423902
2,34,5.0,836423429
2,39,5.0,836423445
2,48,5.0,836423886
2,153,3.0,836423237
2,185,5.0,836423308
2,186,5.0,836423602
2,193,3.0,836423902
2,207,5.0,836424010
2,216,4.0,836424027
2,218,5.0,836423984
2,222,5.0,836423998
2,225,5.0,836423429
2,231,2.0,836423266
2,236,4.0,836423512
2,237,5.0,836423935
2,253,1.0,836423308
2,276,4.0,836423921
2,282,5.0,836423512
2,296,1.0,836423202
2,305,3.0,836424027
2,318,5.0,836423266
2,339,5.0,836423284
2,344,1.0,836423237
2,349,3.0,836423237
2,350,5.0,836423624
2,356,5.0,836423469
2,357,4.0,836423870
2,362,5.0,836424125
2,364,5.0,836423445
2,377,4.0,836423602
2,380,5.0,836423202
2,381,5.0,836423984
2,454,4.0,836423445
2,457,5.0,836423308
2,466,3.0,836424079
2,500,5.0,836423677
2,508,5.0,836423970
2,520,4.0,836424091
2,539,5.0,836423870
2,551,4.0,836423921
2,552,4.0,836423998
2,585,4.0,836423959
2,586,3.0,836423886
2,587,5.0,836423870
2,588,5.0,836423237
2,592,4.0,836423201
2,594,5.0,836424079
2,595,5.0,836423266
2,597,5.0,836423886
2,616,5.0,836424109
2,783,5.0,836424241
3,2,3.5,1084485210
3,10,4.0,1084484675
3,11,4.0,1084485789
3,17,5.0,1084485217
3,26,4.0,1084486051
3,48,3.5,1084484418
3,62,5.0,1084486030
3,110,5.0,1084484542
3,141,0.5,1084484791
3,150,5.0,1084484538
3,151,5.0,1084485165
3,153,3.0,1084484623
3,158,3.0,1084484425
3,161,4.0,1084484757
3,168,3.5,1084484387
3,185,3.5,1084484783
3,208,3.0,1084485177
3,231,1.0,1084484689
3,260,4.0,1084484551
3,272,5.0,1084484463
3,316,4.0,1084484637
3,318,4.5,1084484559
3,329,3.0,1084484653
3,337,2.5,1084485173
3,339,4.0,1084484786
3,344,0.5,1084484629
3,349,4.0,1084484618
3,356,4.0,1084484522
3,357,4.0,1084484775
3,364,4.0,1084484658
3,367,2.5,1084484760
3,377,3.5,1084484621
3,380,2.5,1084484567
3,434,3.5,1084484764
3,442,3.0,1084485152
3,454,4.0,1084484768
3,457,4.0,1084484528
3,466,1.0,1084484362
3,480,4.0,1084484525
3,500,3.0,1084484692
3,527,5.0,1084484613
3,534,4.0,1084486058
3,539,4.0,1084484773
3,552,4.0,1084485127
3,588,4.0,1084484610
3,589,3.0,1084484579
3,590,4.5,1084484531
3,592,3.0,1084484535
3,593,1.0,1084484516
3,595,4.0,1084484626
3,596,4.0,1084484437
3,597,3.0,1084484682
3,648,3.5,1084484634
3,708,4.0,1084485136
3,780,4.0,1084484607
3,783,3.5,1084484448
3,784,1.0,1084485145
3,858,4.0,1084484680
3,953,4.0,1084485093
3,1031,4.0,1084484947
3,1073,3.5,1084484809
3,1090,4.0,1084485102
3,1101,4.0,1084485090
3,1196,4.0,1084484646
3,1198,4.5,1084484663
3,1210,4.0,1084484573
3,1270,4.0,1084484666
3,1372,3.5,1084484454
3,1374,4.0,1084485043
3,1375,4.0,1084484472
3,1377,2.5,1084485073
3,1485,4.0,1084484411
3,1544,4.0,1084484396
3,1584,4.0,1084485077
3,1721,4.0,1084485051
3,1873,5.0,1084486040
